Part number,Brand,Category,Description
83JC00AEMB,Lenovo,Laptops,"Lenovo LOQ 15ARP9. Famille de processeur: AMD Ryzen™ 7, Modèle de processeur: 7435HS, Fréquence du processeur: 3,1 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4060. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Gris. Poids: 2,38 kg"
Raider GE68HX 13VG-051AU,MSI,Laptops,"MSI Gaming Raider GE68HX 13VG-051AU. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i9, Modèle de processeur: i9-13950HX, Fréquence du processeur: 4 GHz. Taille de l'écran: 40,6 cm (16""), Type HD: UHD+, Résolution de l'écran: 3840 x 2400 pixels. Mémoire interne: 32 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 2 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Noir"
SENTRYN16_AMD_2500_3001_HOM,DELL,Laptops,"DELL Inspiron 5645. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: AMD Ryzen™ 5, Modèle de processeur: 8540U, Fréquence du processeur: 3,2 GHz. Taille de l'écran: 40,6 cm (16""), Type HD: Full HD+, Résolution de l'écran: 1920 x 1200 pixels. Mémoire interne: 8 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon 740M. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Bleu"
9P1T6EA#ABH,HP,PC/postes de travail,HP TP01-5675nd
83ER00GFUK,Lenovo,Laptops,"Lenovo IdeaPad Slim 3 15IAH8. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-12450H, Fréquence du processeur: 2 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 8 Go, Type de mémoire interne: LPDDR5-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Bleu. Poids: 1,62 kg"
KATANA 17 B12VGK-405,MSI,Laptops,"MSI Katana 17 B12VGK-405. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-12650H. Taille de l'écran: 43,9 cm (17.3""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4070. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Noir"
PRESTIGE 16STUDIO A13VE-045XES,MSI,Laptops,"MSI Prestige 16 STUDIO A13VE-045XES. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-13700H. Taille de l'écran: 40,6 cm (16""), Type HD: Quad HD+, Résolution de l'écran: 2560 x 1600 pixels. Mémoire interne: 32 Go, Type de mémoire interne: LPDDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Iris Xe Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4050. Couleur du produit: Argent. Poids: 2,1 kg"
KATANA 15 B12VGK-004AU,MSI,Laptops,"MSI Katana 15 B12VGK-004AU. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-12650H. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4070. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Noir"
VECTOR GP78HX 13VI-425IT,MSI,Laptops,"MSI Gaming Vector GP78HX 13VI-425IT. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i9, Modèle de processeur: i9-13980HX. Taille de l'écran: 43,2 cm (17""), Type HD: Quad HD+, Résolution de l'écran: 2560 x 1600 pixels. Mémoire interne: 32 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4090. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Noir"
82QD00J6GE,Lenovo,Laptops,"Lenovo IdeaPad 1 15IAU7. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-1235U, Fréquence du processeur: 1,3 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Iris Xe Graphics. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Gris. Poids: 1,63 kg"
30031967,MEDION,Laptops,"ERAZER Defender E15. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: AMD Ryzen™ 5, Modèle de processeur: 5600H, Fréquence du processeur: 3,3 GHz. Taille de l'écran: 43,9 cm (17.3""), Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 8 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 3050. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Noir"
DJ02H,DELL,Laptops,"DELL Precision 3590. Type de produit: Station de travail mobile, Format: Clapet. Famille de processeur: Intel Core Ultra 7, Modèle de processeur: 155H. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 32 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Arc Graphics, Modèle d'adaptateur graphique distinct: NVIDIA RTX 500 Ada. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Gris"
21KG004MIX,Lenovo,Laptops,"Lenovo ThinkBook 14. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-13700H. Taille de l'écran: 35,6 cm (14""), Type HD: WUXGA, Résolution de l'écran: 1920 x 1200 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Iris Xe Graphics. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Gris. Poids: 1,38 kg"
STEALTH 16STUDIO A13VF-011UK,MSI,Laptops,"MSI Stealth 16 STUDIO A13VF-011UK. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-13700H. Taille de l'écran: 40,6 cm (16""), Type HD: Quad HD+, Résolution de l'écran: 2560 x 1600 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Iris Xe Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4060. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Bleu"
82R400QASP,Lenovo,Laptops,"Lenovo IdeaPad 1 15ALC7. Famille de processeur: AMD Ryzen™ 7, Modèle de processeur: 5700U, Fréquence du processeur: 1,8 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Bleu. Poids: 1,61 kg"
CREATOR Z17HXSTUDIO A13VFT-007FR,MSI,Laptops,"MSI Creator Z17 HX Studio A13VFT-007FR. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i9, Modèle de processeur: i9-13950HX. Taille de l'écran: 43,2 cm (17""), Type HD: Quad HD+, Résolution de l'écran: 2560 x 1600 pixels, Écran tactile. Mémoire interne: 64 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 2 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Gris"
KATANA 17 B13VEK-015UK,MSI,Laptops,"MSI Katana 17 B13VEK-015UK. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-13620H. Taille de l'écran: 43,9 cm (17.3""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4050. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Noir"
30027612,MEDION,Laptops,"MEDION AKOYA S14401. Type de produit: Hybride (2-en-1), Format: Convertible (pliable). Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-8265U, Fréquence du processeur: 1,6 GHz. Taille de l'écran: 35,6 cm (14""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels, Écran tactile. Mémoire interne: 8 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 256 Go, Supports de stockage: SSD. Système d'exploitation installé: Windows 10 Home. Couleur du produit: Gris, Titane"
90UU00KNGE,Lenovo,PC/postes de travail,"Lenovo Legion T5 26IRB8. Fréquence du processeur: 3,4 GHz, Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-14700KF. Mémoire interne: 32 Go, Type de mémoire interne: DDR5-SDRAM, Fréquence de la mémoire: 5600 MHz. Capacité totale de stockage: 2 To, Supports de stockage: SSD. Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4070. Système d'exploitation installé: Windows 11 Home, Architecture du système d'exploitation: 64-bit. Alimentation d'énergie: 500 W. Type de châssis: Tower. Type de produit: PC. Couleur du produit: Gris"
83E3003MIX,Lenovo,Laptops,"Lenovo Yoga Pro 7 14AHP9. Famille de processeur: AMD Ryzen™ 7, Modèle de processeur: 8845HS, Fréquence du processeur: 3,8 GHz. Taille de l'écran: 36,8 cm (14.5""), Résolution de l'écran: 3072 x 1920 pixels. Mémoire interne: 16 Go, Type de mémoire interne: LPDDR5x-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon 780M. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Gris. Poids: 1,49 kg"
21KV0024PG,Lenovo,Laptops,"Lenovo ThinkPad P1. Type de produit: Station de travail mobile, Format: Clapet. Famille de processeur: Intel Core Ultra 9, Modèle de processeur: 185H. Taille de l'écran: 40,6 cm (16""), Type HD: WQXGA, Résolution de l'écran: 2560 x 1600 pixels. Mémoire interne: 64 Go, Type de mémoire interne: LPDDR5x-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Arc Graphics, Modèle d'adaptateur graphique distinct: NVIDIA RTX 2000 Ada. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Noir"
82R400RDGE,Lenovo,Laptops,"Lenovo IdeaPad 1 15ALC7. Famille de processeur: AMD Ryzen™ 5, Modèle de processeur: 5500U, Fréquence du processeur: 2,1 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 8 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 256 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Gris. Poids: 1,61 kg"
R0K5N,DELL,Laptops,"DELL Latitude 7455. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Qualcomm Snapdragon, Modèle de processeur: X1P-64-100, Fréquence du processeur: 3,4 GHz. Taille de l'écran: 35,6 cm (14""), Type HD: Quad HD+, Résolution de l'écran: 2560 x 1600 pixels, Écran tactile. Mémoire interne: 16 Go, Type de mémoire interne: LPDDR5x-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Gris"
PRE14H12452,MSI,Laptops,"MSI Prestige B12UCX-452US. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-12450H, Fréquence du processeur: 3,3 GHz. Taille de l'écran: 35,6 cm (14""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: LPDDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Argent"
90PF03W2-M00NJ0,ASUS,PC/postes de travail,"ASUS ROG Strix G16CH G16CH-71370F150W. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-13700F. Mémoire interne: 32 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 3 To, Supports de stockage: HDD+SSD. Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4080. Wifi. Système d'exploitation installé: Windows 11 Home, Architecture du système d'exploitation: 64-bit. Alimentation d'énergie: 850 W. Type de châssis: Midi Tower. Type de produit: PC. Poids: 11 kg. Couleur du produit: Gris"
AR7P9EA#UUG,HP,Laptops,HP 16-ad0034nb
21HD007LPG,Lenovo,Laptops,"Lenovo ThinkPad T14. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-1355U. Taille de l'écran: 35,6 cm (14""), Type HD: WUXGA, Résolution de l'écran: 1920 x 1200 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Iris Xe Graphics. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Noir. Poids: 1,36 kg"
82KV00LSMB,Lenovo,Laptops,"Lenovo IdeaPad 3 17ALC6. Famille de processeur: AMD Ryzen™ 7, Modèle de processeur: 5700U, Fréquence du processeur: 1,8 GHz. Taille de l'écran: 43,9 cm (17.3""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 8 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Gris. Poids: 2,1 kg"
GF66 12UC-018AU,MSI,Laptops,"MSI Gaming GF66 12UC-018AU Katana. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-12700H. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 8 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Iris Xe Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 3050. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Noir"
6R1J1EA,HP,Laptops,"Victus by HP 15-fb0111nf. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: AMD Ryzen™ 5, Modèle de processeur: 5600H, Fréquence du processeur: 3,3 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon Graphics. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Bleu"
9S6-B91581-1207,MSI,PC/postes de travail,"MSI MAG Infinite 10SI-1207EU. Fréquence du processeur: 2,9 GHz, Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-10400F. Mémoire interne: 16 Go, Type de mémoire interne: DDR4-SDRAM, Fréquence de la mémoire: 2666 MHz. Capacité totale de stockage: 1,51 To, Supports de stockage: HDD+SSD. Modèle d'adaptateur graphique distinct: NVIDIA GeForce GTX 1660 SUPER. Système d'exploitation installé: Windows 10 Home. Alimentation d'énergie: 350 W. Type de châssis: Bureau. Type de produit: PC. Poids: 10 kg. Couleur du produit: Noir"
83G0004ESP,Lenovo,Laptops,"Lenovo Legion 9 16IRX9. Famille de processeur: Intel® Core™ i9, Modèle de processeur: i9-14900HX, Fréquence du processeur: 2,2 GHz. Taille de l'écran: 40,6 cm (16""), Résolution de l'écran: 3200 x 2000 pixels. Mémoire interne: 64 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 2 To, Supports de stockage: SSD. Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4090. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Noir. Poids: 2,6 kg"
TITAN GT77HX 13VI-032FR,MSI,Laptops,"MSI Gaming Titan GT77HX 13VI-032FR. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i9, Modèle de processeur: i9-13980HX. Taille de l'écran: 43,9 cm (17.3""), Type HD: 4K Ultra HD, Résolution de l'écran: 3840 x 2160 pixels. Mémoire interne: 64 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 4 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4090. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Noir"
MAG CODEX X5 11TJ-462MYS,MSI,PC/postes de travail,"MSI MAG Codex X5 11TJ-462MYS. Fréquence du processeur: 3,5 GHz, Famille de processeur: Intel® Core™ i9, Modèle de processeur: i9-11900KF. Mémoire interne: 128 Go, Type de mémoire interne: DDR4-SDRAM, Fréquence de la mémoire: 3200 MHz. Capacité totale de stockage: 4 To, Supports de stockage: HDD+SSD. Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 3090. Système d'exploitation installé: Windows 10 Home, Architecture du système d'exploitation: 64-bit. Alimentation d'énergie: 850 W. Type de châssis: Bureau. Type de produit: PC. Couleur du produit: Noir"
83FD007WGE,Lenovo,Laptops,"Lenovo Legion 7 16IRX9. Famille de processeur: Intel® Core™ i9, Modèle de processeur: i9-14900HX, Fréquence du processeur: 2,2 GHz. Taille de l'écran: 40,6 cm (16""), Résolution de l'écran: 3200 x 2000 pixels. Mémoire interne: 32 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4070. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Blanc. Poids: 2,24 kg"
82K202CXMB,Lenovo,Laptops,"Lenovo IdeaPad Gaming 3. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: AMD Ryzen™ 5, Modèle de processeur: 5500H, Fréquence du processeur: 3,3 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon Graphics. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Noir"
90UU00VTES,Lenovo,PC/postes de travail,"Lenovo Legion T5 26IRB8. Fréquence du processeur: 2,1 GHz, Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-14700F. Mémoire interne: 32 Go, Type de mémoire interne: DDR5-SDRAM, Fréquence de la mémoire: 5600 MHz. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Wifi. Système d'exploitation installé: Windows 11 Pro. Alimentation d'énergie: 850 W. Type de châssis: Tower. Type de produit: PC. Poids: 14 kg. Couleur du produit: Gris"
86A50EA,HP,Laptops,"HP ZBook Power 15.6 G10. Type de produit: Station de travail mobile, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-13700H. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Iris Xe Graphics, Modèle d'adaptateur graphique distinct: NVIDIA RTX A500. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Argent"
82R400SDMB,Lenovo,Laptops,"Lenovo IdeaPad 1 15ALC7. Famille de processeur: AMD Ryzen™ 5, Modèle de processeur: 5500U, Fréquence du processeur: 2,1 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 8 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Gris. Poids: 1,61 kg"
