Part number,Brand,Category,Description
KATANA GF76 11UC-881BE,MSI,Laptops,"MSI Gaming Katana GF76 11UC-881BE. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-11400H. Taille de l'écran: 43,9 cm (17.3""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 3050. Système d'exploitation installé: Windows 11. Couleur du produit: Noir"
STEALTH 14STUDIO A13VF-032AU,MSI,Laptops,"MSI Stealth 14 STUDIO A13VF-032AU. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-13700H. Taille de l'écran: 35,6 cm (14""), Type HD: Quad HD+, Résolution de l'écran: 2560 x 1600 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Iris Xe Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4060. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Blanc"
CROSSHAIR 16 A13VGK-815US,MSI,Laptops,"MSI Crosshair 16 A13VGK-815US. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-13620H. Taille de l'écran: 40,6 cm (16""), Type HD: Full HD+, Résolution de l'écran: 1920 x 1200 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4070. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Noir"
12U80023GE,Lenovo,PC/postes de travail,"Lenovo ThinkCentre M70s Gen 5. Fréquence du processeur: 2,1 GHz, Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-14700. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM, Fréquence de la mémoire: 5600 MHz. Capacité totale de stockage: 512 Go, Supports de stockage: SSD, Lecteur optique: DVD±RW. Modèle d'adaptateur graphique inclus: Intel UHD Graphics 770. Système d'exploitation installé: Windows 11 Pro. Alimentation d'énergie: 260 W. Type de châssis: SFF. Type de produit: PC. Couleur du produit: Noir"
83EX002WSP,Lenovo,Laptops,"Lenovo Legion Slim 5 16ARP9. Famille de processeur: AMD Ryzen™ 7, Modèle de processeur: 7435HS, Fréquence du processeur: 3,1 GHz. Taille de l'écran: 40,6 cm (16""), Type HD: WQXGA, Résolution de l'écran: 2560 x 1600 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4060. Couleur du produit: Gris. Poids: 2,3 kg"
MODERN 14 C11M-064US,MSI,Laptops,"MSI Modern 14 C11M-064US. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-1195G7. Taille de l'écran: 35,6 cm (14""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 8 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Iris Xe Graphics. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Noir. Poids: 1,4 kg"
90NB11R1-M00E10,ASUS,Laptops,"ASUS Zenbook 14 OLED UX3405MA-PP312W. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel Core Ultra 7, Modèle de processeur: 155H. Taille de l'écran: 35,6 cm (14""), Type HD: 3K, Résolution de l'écran: 2880 x 1800 pixels. Mémoire interne: 16 Go, Type de mémoire interne: LPDDR5x-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Arc Graphics. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Bleu. Poids: 1,2 kg"
6S6N3EA,HP,Laptops,"HP ProBook 450 G9. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-1235U. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 8 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Iris Xe Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce MX570. Système d'exploitation installé: DOS gratuit. Couleur du produit: Argent"
CREATOR Z17HXSTUDIO A13VGT-055,MSI,Laptops,"MSI Creator Z17 HX Studio Z17HXSTUDIO A13VGT-055. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i9, Modèle de processeur: i9-13950HX, Fréquence du processeur: 4 GHz. Taille de l'écran: 43,2 cm (17""), Type HD: Quad HD+, Résolution de l'écran: 2560 x 1600 pixels, Écran tactile. Mémoire interne: 64 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 2 To, Supports de stockage: SSD. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Gris"
A94WLEA,HP,Laptops,"HP Victus Gaming 15-fb2030nf. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: AMD Ryzen™ 5, Modèle de processeur: 8645HS, Fréquence du processeur: 4,3 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon Graphics. Système d'exploitation installé: DOS gratuit. Couleur du produit: Blanc"
THIN GF63 12UDX-1078FR,MSI,Laptops,"MSI Thin GF63 12UDX-1078FR. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-12650H. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 3050. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Noir"
90UU00RVGE,Lenovo,PC/postes de travail,"Lenovo Legion T5 26IRB8. Fréquence du processeur: 3,4 GHz, Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-14700KF. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM, Fréquence de la mémoire: 5600 MHz. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4070 SUPER. Système d'exploitation installé: Windows 11 Home, Architecture du système d'exploitation: 64-bit. Alimentation d'énergie: 850 W. Type de châssis: Tower. Type de produit: PC. Couleur du produit: Gris"
CREATOR Z16 A11UET-418,MSI,Laptops,"MSI Creator Z16 A11UET-418. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-11800H, Fréquence du processeur: 2,3 GHz. Taille de l'écran: 40,6 cm (16""), Type HD: Quad HD+, Résolution de l'écran: 2560 x 1600 pixels, Écran tactile. Mémoire interne: 32 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Gris"
21KG00SFML,Lenovo,Laptops,"Lenovo ThinkBook 14. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-13420H. Taille de l'écran: 35,6 cm (14""), Type HD: WUXGA, Résolution de l'écran: 1920 x 1200 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Gris. Poids: 1,38 kg"
9Y8M6EA,HP,Laptops,"HP Victus Gaming 15-fa1070nf. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-13620H. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 1,02 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4060. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Noir"
STEALTH 17STUDIO A13VI-098FR,MSI,Laptops,"MSI Stealth 17 Studio A13VI-098FR. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i9, Modèle de processeur: i9-13900H. Taille de l'écran: 43,9 cm (17.3""), Type HD: Quad HD, Résolution de l'écran: 2560 x 1440 pixels. Mémoire interne: 32 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 2 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Iris Xe Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4090. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Noir"
PRESTIGE 16STUDIO A13VE-208AU,MSI,Laptops,"MSI Prestige 16STUDIO A13VE-208AU. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-13700H. Taille de l'écran: 40,6 cm (16""), Type HD: Quad HD+, Résolution de l'écran: 2560 x 1600 pixels. Mémoire interne: 16 Go, Type de mémoire interne: LPDDR5-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Iris Xe Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4050. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Argent"
A23KQEA,HP,Laptops,"HP ProBook 465 16 inch G11 Notebook PC. Famille de processeur: AMD Ryzen™ 5, Modèle de processeur: 7535U. Taille de l'écran: 40,6 cm (16""), Type HD: WUXGA, Résolution de l'écran: 1920 x 1200 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM"
90UU00CDIX,Lenovo,PC/postes de travail,"Lenovo Legion T5 26IRB8. Fréquence du processeur: 2 GHz, Famille de processeur: Intel® Core™ i9, Modèle de processeur: i9-13900F. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM, Fréquence de la mémoire: 5600 MHz. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4060 Ti. Système d'exploitation installé: Windows 11 Home, Architecture du système d'exploitation: 64-bit. Alimentation d'énergie: 500 W. Type de châssis: Tower. Type de produit: PC. Couleur du produit: Gris"
12M2001GUK,Lenovo,PC/postes de travail,"Lenovo ThinkCentre neo 50q Gen 4 Thin Client. Fréquence du processeur: 1,1 GHz, Famille de processeur: Intel® Celeron®, Modèle de processeur: 7305. Mémoire interne: 8 Go, Type de mémoire interne: DDR4-SDRAM, Fréquence de la mémoire: 3200 MHz. Capacité totale de stockage: 256 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics. Wifi. Alimentation d'énergie: 65 W. Type de châssis: Mini PC. Type de produit: Mini PC. Poids: 1,11 kg. Couleur du produit: Noir"
SUMMIT E13FLIPEVO A13MT-200FR,MSI,Laptops,"MSI Summit E13 Flip Evo A13MT-200FR. Type de produit: Hybride (2-en-1), Format: Convertible (pliable). Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-1340P, Fréquence du processeur: 3,4 GHz. Taille de l'écran: 34 cm (13.4""), Type HD: Full HD+, Résolution de l'écran: 1920 x 1200 pixels, Écran tactile. Mémoire interne: 16 Go, Type de mémoire interne: LPDDR5-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Noir"
90UU0063UK,Lenovo,PC/postes de travail,"Lenovo Legion T5. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-13700F. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM, Fréquence de la mémoire: 5600 MHz. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4070. Wifi. Alimentation d'énergie: 500 W. Type de châssis: Tower. Type de produit: PC. Poids: 14 kg. Couleur du produit: Gris"
21LW000VGE,Lenovo,Laptops,"Lenovo ThinkPad X13 2-in-1 Gen 5. Famille de processeur: Intel Core Ultra 7, Modèle de processeur: 155U, Fréquence du processeur: 4,8 GHz. Taille de l'écran: 33,8 cm (13.3""), Type HD: WUXGA, Résolution de l'écran: 1920 x 1200 pixels, Écran tactile. Mémoire interne: 16 Go, Type de mémoire interne: LPDDR5x-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Graphics. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Noir. Poids: 1,25 kg"
RAIDER GE76 12UHS-690CA DELUXE EDITION,MSI,Laptops,"MSI Gaming Raider GE76 12UHS-690CA Deluxe Edition. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i9, Modèle de processeur: i9-12900HK. Taille de l'écran: 43,9 cm (17.3""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 32 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Iris Xe Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 3080 Ti. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Bleu"
21KWS1KS0D,Lenovo,Laptops,"Lenovo ThinkPad P1. Type de produit: Station de travail mobile, Format: Clapet. Famille de processeur: Intel Core Ultra 7, Modèle de processeur: 165H. Taille de l'écran: 40,6 cm (16""), Type HD: WUXGA, Résolution de l'écran: 1920 x 1200 pixels. Mémoire interne: 32 Go, Type de mémoire interne: LPDDR5x-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Arc Graphics. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Noir. Poids: 1,82 kg"
CROSSHAIR 15 C12VF-494XES,MSI,Laptops,"MSI Crosshair 15 C12VF-494XES. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-12650H. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 32 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4060. Couleur du produit: Noir. Poids: 2,3 kg"
82N4004XMH,Lenovo,Laptops,"Lenovo IdeaPad 3 Chrome 15IJL6. Famille de processeur: Intel® Celeron® N, Modèle de processeur: N4500, Fréquence du processeur: 1,1 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 8 Go, Type de mémoire interne: LPDDR4x-SDRAM. Capacité totale de stockage: 128 Go, Supports de stockage: eMMC. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics. Système d'exploitation installé: ChromeOS. Couleur du produit: Bleu. Poids: 1,58 kg"
T2Y6R,DELL,Laptops,"DELL Precision 3590. Type de produit: Station de travail mobile, Format: Clapet. Famille de processeur: Intel Core Ultra 7, Modèle de processeur: 165H. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Arc Graphics, Modèle d'adaptateur graphique distinct: NVIDIA RTX 500 Ada. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Gris"
AE1B6EA#ABH,HP,Laptops,HP 14a-nf0702nd
90UY00A0UK,Lenovo,PC/postes de travail,"Lenovo Legion T5 26ARA8. Fréquence du processeur: 3,8 GHz, Famille de processeur: AMD Ryzen™ 7, Modèle de processeur: 7700. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM, Fréquence de la mémoire: 5600 MHz. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4060 Ti. Système d'exploitation installé: Windows 11 Home, Architecture du système d'exploitation: 64-bit. Alimentation d'énergie: 850 W. Type de châssis: Tower. Type de produit: PC. Couleur du produit: Gris"
KATANA 15 B13VFK-831XPT,MSI,Laptops,"MSI Katana 15 B13VFK-831XPT. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-13620H. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 32 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4060. Couleur du produit: Noir. Poids: 2,25 kg"
PRESTIGE 13EVO A13M-078AU,MSI,Laptops,"MSI Prestige 13 Evo 13EVO A13M-078AU. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-1360P. Taille de l'écran: 33,8 cm (13.3""), Type HD: Full HD+, Résolution de l'écran: 1920 x 1200 pixels. Mémoire interne: 16 Go, Type de mémoire interne: LPDDR5-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Iris Xe Graphics. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Blanc. Poids: 990 g"
PRESTIGE 16 AI EVO B1MG-012FR,MSI,Laptops,"MSI Prestige 16 AI Evo B1MG-012FR. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel Core Ultra 7, Modèle de processeur: 155H. Taille de l'écran: 40,6 cm (16""), Type HD: Quad HD+, Résolution de l'écran: 2560 x 1600 pixels. Mémoire interne: 32 Go, Type de mémoire interne: LPDDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Arc Graphics. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Gris. Poids: 1,5 kg"
83EM00CKMB,Lenovo,Laptops,"Lenovo IdeaPad Slim 3 15IRH8. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-13620H, Fréquence du processeur: 2,4 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: LPDDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Gris. Poids: 1,62 kg"
98P03ET,HP,Laptops,"HP ZBook Firefly G11. Type de produit: Station de travail mobile, Format: Clapet. Famille de processeur: Intel Core Ultra 7, Modèle de processeur: 155H. Taille de l'écran: 35,6 cm (14""), Type HD: WUXGA, Résolution de l'écran: 1920 x 1200 pixels. Mémoire interne: 32 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Arc Graphics, Modèle d'adaptateur graphique distinct: NVIDIA RTX A500. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Gris"
90UU00SLUK,Lenovo,PC/postes de travail,"Lenovo Legion T5 26IRB8. Fréquence du processeur: 3,4 GHz, Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-14700KF. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM, Fréquence de la mémoire: 5600 MHz. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4060. Système d'exploitation installé: Windows 11 Home, Architecture du système d'exploitation: 64-bit. Alimentation d'énergie: 850 W. Type de châssis: Tower. Type de produit: PC. Couleur du produit: Gris"
21ME0005IX,Lenovo,Laptops,"Lenovo ThinkPad P14s. Type de produit: Station de travail mobile, Format: Clapet. Famille de processeur: AMD Ryzen™ 7, Modèle de processeur: 8840HS, Fréquence du processeur: 3,3 GHz. Taille de l'écran: 35,6 cm (14""), Type HD: WUXGA, Résolution de l'écran: 1920 x 1200 pixels. Mémoire interne: 32 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon 780M. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Noir"
90UY0042UK,Lenovo,PC/postes de travail,"Lenovo Legion T5 26ARA8. Fréquence du processeur: 3,8 GHz, Famille de processeur: AMD Ryzen™ 7, Modèle de processeur: 7700. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM, Fréquence de la mémoire: 5600 MHz. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4060 Ti. Système d'exploitation installé: Windows 11 Home, Architecture du système d'exploitation: 64-bit. Alimentation d'énergie: 850 W. Type de châssis: Tower. Type de produit: PC"
