Part number,Brand,Category,Description
9J274EA,HP,Laptops,"HP Victus Gaming 16-r1073nt. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-14500HX. Taille de l'écran: 40,9 cm (16.1""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4060. Système d'exploitation installé: DOS gratuit. Couleur du produit: Noir"
A94VPEA,HP,Laptops,"HP OMEN 14-fb0150nf. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel Core Ultra 9, Modèle de processeur: 185H. Taille de l'écran: 35,6 cm (14""), Type HD: 2.8K, Résolution de l'écran: 2880 x 1800 pixels. Mémoire interne: 32 Go. Modèle d'adaptateur graphique inclus: Intel Arc Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4070. Couleur du produit: Blanc"
6D353EA,HP,PC/postes de travail,"HP Pro 290 G9. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-12500. Mémoire interne: 8 Go, Type de mémoire interne: DDR4-SDRAM, Fréquence de la mémoire: 3200 MHz. Capacité totale de stockage: 256 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel UHD Graphics 750. Système d'exploitation installé: Windows 11 Pro. Alimentation d'énergie: 180 W. Type de châssis: SFF. Type de produit: PC. Poids: 4,2 kg. Couleur du produit: Noir"
7Z4D2EA,HP,Laptops,"OMEN by HP OMEN Gaming Laptop 16-xd0012nf. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: AMD Ryzen™ 7, Modèle de processeur: 7840HS, Fréquence du processeur: 3,8 GHz. Taille de l'écran: 40,9 cm (16.1""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon 780M. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Noir"
628C7ET,HP,PC/postes de travail,"HP Elite 800 G9. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-14700. Mémoire interne: 32 Go, Type de mémoire interne: DDR5-SDRAM, Fréquence de la mémoire: 4800 MHz. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel UHD Graphics 770. Wifi. Système d'exploitation installé: Windows 11 Pro. Alimentation d'énergie: 260 W. Type de châssis: Tower. Type de produit: PC. Poids: 6,15 kg. Couleur du produit: Noir"
21MN0058MZ,Lenovo,Laptops,"Lenovo ThinkPad T16 Gen 3. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel Core Ultra 7, Modèle de processeur: 155U. Taille de l'écran: 40,6 cm (16""), Type HD: WUXGA, Résolution de l'écran: 1920 x 1200 pixels. Mémoire interne: 32 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Graphics. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Noir. Poids: 1,66 kg"
82F75ET,HP,PC/postes de travail,"HP Z4 G5. Fréquence du processeur: 3 GHz, Famille de processeur: Intel® Xeon® W, Modèle de processeur: w3-2425. Mémoire interne: 32 Go, Type de mémoire interne: DDR5-SDRAM, Fréquence de la mémoire: 4800 MHz. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique distinct: NVIDIA RTX A2000. Système d'exploitation installé: Windows 11 Pro. Type de châssis: Tower. Type de produit: Station de travail. Poids: 10,5 kg. Couleur du produit: Noir"
6Q2G2EA,HP,Laptops,"HP Pavilion 15-eh1028nf. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: AMD Ryzen™ 5, Modèle de processeur: 5500U, Fréquence du processeur: 2,1 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon Graphics. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Argent"
4S546EA,HP,Laptops,"HP 14s-dq3006nf. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Celeron®, Modèle de processeur: N4500, Fréquence du processeur: 1,1 GHz. Taille de l'écran: 35,6 cm (14""), Type HD: HD, Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 4 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Noir"
3T185EA,HP,Laptops,"HP 15s-fq2015nf. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-1115G4, Fréquence du processeur: 3 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: HD, Résolution de l'écran: 1366 x 768 pixels. Mémoire interne: 8 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Noir"
970V3ET,HP,Laptops,"HP ENVY x360 830 G11. Type de produit: Hybride (2-en-1), Format: Convertible (pliable). Famille de processeur: Intel Core Ultra 7, Modèle de processeur: 155U. Taille de l'écran: 33,8 cm (13.3""), Type HD: WUXGA, Résolution de l'écran: 1920 x 1200 pixels, Écran tactile. Mémoire interne: 16 Go, Type de mémoire interne: LPDDR5x-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Graphics. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Argent"
9Y7E1ET,HP,Laptops,"HP EliteBook 640 G11. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel Core Ultra 5, Modèle de processeur: 125U. Taille de l'écran: 35,6 cm (14""), Type HD: WUXGA, Résolution de l'écran: 1920 x 1200 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Graphics. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Argent. Poids: 1,39 kg"
83EUS00400,Lenovo,Laptops,"Lenovo LOQ. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-12450H. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 2050. Système d'exploitation installé: linux. Couleur du produit: Gris"
9J243EA,HP,Laptops,"HP Victus Gaming 16-r1041nt. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-14700HX. Taille de l'écran: 40,9 cm (16.1""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4060. Système d'exploitation installé: DOS gratuit. Couleur du produit: Bleu"
86C95EA,HP,PC/postes de travail,"HP Z2 G9. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-13700. Mémoire interne: 32 Go, Type de mémoire interne: DDR5-SDRAM, Fréquence de la mémoire: 4800 MHz. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA Quadro T1000. Système d'exploitation installé: Windows 11 Pro. Alimentation d'énergie: 450 W. Type de châssis: SFF. Type de produit: Station de travail. Poids: 5,9 kg. Couleur du produit: Noir"
9G0Q6ET,HP,Laptops,"HP EliteBook 845 G11. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: AMD Ryzen™ 7, Modèle de processeur: 8840U, Fréquence du processeur: 3,3 GHz. Taille de l'écran: 35,6 cm (14""), Type HD: WUXGA, Résolution de l'écran: 1920 x 1200 pixels. Mémoire interne: 32 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon 780M. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Argent"
7L901EA,HP,Laptops,"HP Laptop 15s-fq2071nf. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-1125G4, Fréquence du processeur: 2 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 8 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 256 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics. Système d'exploitation installé: Windows 11 Home in S mode. Couleur du produit: Argent"
647U6EA,HP,Laptops,"HP Pavilion 15-eh1041nf. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: AMD Ryzen™ 5, Modèle de processeur: 5500U, Fréquence du processeur: 2,1 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon Graphics. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Bleu"
A95JCEA,HP,PC/postes de travail,"HP Victus by 15L Gaming Desktop TG02-0003sf. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-12400F. Mémoire interne: 16 Go, Type de mémoire interne: DDR4-SDRAM, Fréquence de la mémoire: 3200 MHz. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique distinct: Intel Arc A380"
7Y7J0EA,HP,PC/postes de travail,"OMEN by HP OMEN by 45L Gaming Desktop GT22-1036nf PC. Fréquence du processeur: 4,7 GHz, Famille de processeur: AMD Ryzen™ 9, Modèle de processeur: 7900X. Mémoire interne: 32 Go, Type de mémoire interne: DDR5-SDRAM, Fréquence de la mémoire: 5200 MHz. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4090. Système d'exploitation installé: DOS gratuit. Alimentation d'énergie: 1200 W. Type de châssis: Tower. Type de produit: PC. Couleur du produit: Noir"
A94WTEA,HP,Laptops,"HP OMEN Transcend 16-u1106nf. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-14700HX. Taille de l'écran: 40,6 cm (16""), Type HD: WQXGA, Résolution de l'écran: 2560 x 1600 pixels. Mémoire interne: 32 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics, Modèle d'adaptateur graphique distinct: NVIDIA GeForce RTX 4060. Système d'exploitation installé: DOS gratuit. Couleur du produit: Noir"
723X5EA,HP,Laptops,"HP ProBook 450 G9. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-1255U. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Iris Xe Graphics. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Argent. Poids: 1,74 kg"
A23KDEA,HP,Laptops,"HP EliteBook 640 14 inch G11 Notebook PC. Famille de processeur: Intel Core Ultra 5, Modèle de processeur: 125U. Taille de l'écran: 35,6 cm (14""), Type HD: WUXGA, Résolution de l'écran: 1920 x 1200 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD"
21L3002XCX,Lenovo,Laptops,"Lenovo ThinkPad L16. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel Core Ultra 7, Modèle de processeur: 155U. Taille de l'écran: 40,6 cm (16""), Type HD: WUXGA, Résolution de l'écran: 1920 x 1200 pixels. Mémoire interne: 32 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Graphics. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Noir. Poids: 1,77 kg"
7Q886EA,HP,Laptops,"HP Laptop 14-em0012nf. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: AMD Ryzen™ 5, Modèle de processeur: 7520U, Fréquence du processeur: 2,8 GHz. Taille de l'écran: 35,6 cm (14""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 8 Go, Type de mémoire interne: LPDDR5-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon Graphics. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Argent"
7Z1V3EA,HP,Laptops,"HP Laptop 15-fc0041nf. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: AMD Ryzen™ 5, Modèle de processeur: 7520U, Fréquence du processeur: 2,8 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 8 Go, Type de mémoire interne: LPDDR5-SDRAM. Capacité totale de stockage: 256 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon Graphics. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Argent"
A5FM7EA,HP,Laptops,"HP 15s-eq2117nf. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: AMD Ryzen™ 7, Modèle de processeur: 5700U, Fréquence du processeur: 1,8 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon Graphics. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Argent"
A26VPEA,HP,Laptops,"HP EliteBook 1040 G11. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel Core Ultra 7, Modèle de processeur: 155H. Taille de l'écran: 35,6 cm (14""), Type HD: WUXGA, Résolution de l'écran: 1920 x 1200 pixels. Mémoire interne: 32 Go, Type de mémoire interne: LPDDR5x-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Arc Graphics. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Argent. Poids: 1,18 kg"
64V03EA,HP,Laptops,"HP Pavilion 15-eh1001sf. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: AMD Ryzen™ 7, Modèle de processeur: 5700U, Fréquence du processeur: 1,8 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon Graphics. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Argent"
A4BD4EA,HP,Laptops,"HP Laptop 15-fc0012ni. Capacité totale de stockage: 512 Go, Supports de stockage: SSD"
86A23EA,HP,Laptops,"HP ZBook Power G10. Type de produit: Station de travail mobile, Format: Clapet. Famille de processeur: AMD Ryzen™ 5, Modèle de processeur: 7640HS. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon Graphics. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Argent. Poids: 2 kg"
81A73EA,HP,Laptops,"HP EliteBook 840 G10. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-1335U. Taille de l'écran: 35,6 cm (14""), Type HD: WUXGA, Résolution de l'écran: 1920 x 1200 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Iris Xe Graphics. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Argent. Poids: 1,36 kg"
9G2G4ET,HP,Laptops,"HP ProBook 450 G10. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-1334U. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 8 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 256 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Iris Xe Graphics. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Argent. Poids: 1,79 kg"
7L8Z5EA,HP,Laptops,"HP Laptop 15s-eq2014nf. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: AMD Ryzen™ 7, Modèle de processeur: 5700U, Fréquence du processeur: 1,8 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 12 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: AMD Radeon Graphics. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Argent"
6S7P8EA,HP,Laptops,"HP 250 G9. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i3, Modèle de processeur: i3-1215U. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 8 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 256 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Iris Xe Graphics. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Argent. Poids: 1,74 kg"
9X908EA,HP,Laptops,"HP 15s-fq0040nf. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Celeron®, Modèle de processeur: N4120, Fréquence du processeur: 1,1 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 8 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 256 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics 600. Système d'exploitation installé: Windows 11 Home. Couleur du produit: Gris"
8A5H4EA,HP,Laptops,"HP ProBook 450 15.6 G10. Type de produit: Ordinateur portable, Format: Clapet. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-1335U, Fréquence du processeur: 1,3 GHz. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 8 Go, Type de mémoire interne: DDR4-SDRAM. Capacité totale de stockage: 256 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel® UHD Graphics. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Argent"
12EH0007FR,Lenovo,PC/postes de travail,"Lenovo ThinkCentre M90q. Famille de processeur: Intel® Core™ i5, Modèle de processeur: i5-13500. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM, Fréquence de la mémoire: 4800 MHz. Capacité totale de stockage: 512 Go, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel UHD Graphics 770. Système d'exploitation installé: Windows 11 Pro, Architecture du système d'exploitation: 64-bit. Alimentation d'énergie: 135 W. Type de châssis: Mini PC. Type de produit: Mini PC. Poids: 1,25 kg. Couleur du produit: Noir"
98P86ET,HP,Laptops,"HP ZBook Power G10. Type de produit: Station de travail mobile, Format: Clapet. Famille de processeur: Intel® Core™ i7, Modèle de processeur: i7-13700H. Taille de l'écran: 39,6 cm (15.6""), Type HD: Full HD, Résolution de l'écran: 1920 x 1080 pixels. Mémoire interne: 16 Go, Type de mémoire interne: DDR5-SDRAM. Capacité totale de stockage: 1 To, Supports de stockage: SSD. Modèle d'adaptateur graphique inclus: Intel Iris Xe Graphics, Modèle d'adaptateur graphique distinct: NVIDIA RTX 2000 Ada. Système d'exploitation installé: Windows 11 Pro. Couleur du produit: Argent"
